,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,REG_FEE,COMMIS,SALES_PRICE,Year Sale,Year Build,SALES_PRICE_LAKHS
1934,Karapakkam,752,2010-08-24,154,1,1,2,Abnormal,Yes,1999-08-27,House,No Sewage,Paved,I,197447,81302,5807250,2010,1999,5.81
1935,KK Nagar,1888,2009-05-18,91,3,2,5,partial,Yes,1987-05-24,House,All Pub,Gravel,RM,507651,129864,11805840,2009,1987,11.81
1936,Chrompet,1211,2010-08-18,78,2,1,4,Family,No,1988-08-23,Commercial,No Sewage,Gravel,RH,384589,92832,13261700,2010,1988,13.26
1937,Karapakkam,1248,2010-03-09,78,1,1,3,Normal Sale,Yes,1979-11-09,Others,All Pub,No Access,A,182728,131336,5710250,2010,1979,5.71
1938,KK Nagar,1892,2009-05-31,137,3,2,5,Normal Sale,Yes,1992-04-06,Commercial,No Sewage,Paved,RM,780507,373286,16967540,2009,1992,16.97
1939,Adyar,1030,2008-11-25,52,1,1,3,Abnormal,No,1987-01-12,House,All Pub,No Access,A,189529,45947,5743315,2008,1987,5.74
1940,Chrompet,1254,2014-12-14,109,2,1,4,Family,No,1993-12-19,Others,No Sewage,No Access,RL,272860,54572,9095330,2014,1993,9.1
1941,KK Nagar,1762,2012-02-26,86,2,1,4,Adj Land,No,1993-02-03,Commercial,All Pub,Gravel,RH,622716,326185,14826580,2012,1993,14.83
1942,Karapakkam,1622,2012-06-01,19,2,2,4,Family,No,1987-12-01,Commercial,All Pub,No Access,RH,446750,279219,11168750,2012,1987,11.17
1943,Chrompet,951,2013-01-02,128,1,1,3,Family,No,1983-09-02,Commercial,No Sewage,No Access,RM,337941,33794,11264700,2013,1983,11.26
1944,Anna Nagar,1981,2008-05-07,126,2,1,5,Family,No,1989-10-07,Commercial,No Sewage,No Access,RL,745098,310458,20697180,2008,1989,20.7
1945,Karapakkam,1628,2010-02-07,179,2,2,4,Normal Sale,No,2003-04-07,House,ELO,No Access,C,228314,132182,6008250,2010,2003,6.01
1946,Chrompet,797,2008-01-07,144,1,1,2,Normal Sale,No,1985-07-07,House,ELO,No Access,RM,200000,64286,7142850,2008,1985,7.14
1947,Karapakkam,1587,2011-09-01,117,2,2,4,Normal Sale,Yes,1979-01-17,Commercial,No Sewage,No Access,I,495792,247896,11268000,2011,1979,11.27
1948,Chrompet,1081,2008-05-20,165,1,1,3,Family,No,1999-05-23,Commercial,No Sewage,No Access,RH,282974,101871,11318950,2008,1999,11.32
1949,Anna Nagar,1895,2009-05-08,162,2,1,5,Family,Yes,1998-08-08,Others,No Sewage,Paved,RH,574339,272811,14358470,2009,1998,14.36
1950,Chrompet,973,2011-10-17,112,1,1,3,Normal Sale,Yes,1971-10-27,Commercial,No Sewage,Gravel,RH,328693,97390,12173800,2011,1971,12.17
1951,Chrompet,844,2009-04-19,51,1,1,3,Abnormal,Yes,2002-04-21,House,No Sewage,Gravel,RL,232986,93195,9319450,2009,2002,9.32
1952,Chrompet,965,2006-12-27,172,1,1,3,Normal Sale,No,1979-03-01,House,No Sewage,No Access,RH,197940,85774,6598000,2006,1979,6.6
1953,Velachery,1742,2011-02-16,63,2,1,4,Family,No,1998-02-19,Others,No Sewage,Gravel,A,341584,59777,8539610,2011,1998,8.54
1954,KK Nagar,1304,2008-05-25,68,1,1,3,Adj Land,Yes,2003-05-27,Others,No Sewage,Paved,RM,485099,161700,10779980,2008,2003,10.78
1955,T Nagar,1510,2007-02-11,102,1,1,4,partial,No,1983-08-11,House,ELO,Paved,RM,426395,157093,11220930,2007,1983,11.22
1956,T Nagar,1888,2009-12-18,34,2,1,5,Abnormal,Yes,1986-12-24,Commercial,No Sewage,No Access,RL,840592,399281,21014810,2009,1986,21.01
1957,Anna Nagar,1540,2010-04-05,125,1,1,4,partial,Yes,2001-06-05,Commercial,No Sewage,Paved,RM,746576,95715,19142980,2010,2001,19.14
1958,Karapakkam,1023,2010-01-10,154,1,1,3,partial,Yes,1999-04-10,Others,No Sewage,Gravel,I,343588,87725,7310375,2010,1999,7.31
1959,Karapakkam,798,2009-11-08,116,1,1,2,partial,No,1995-08-15,Commercial,All Pub,Gravel,I,337793,82572,7506500,2009,1995,7.51
1960,Anna Nagar,1624,2010-08-04,140,1,1,4,Normal Sale,Yes,1996-11-04,House,No Sewage,Gravel,RL,353677,183388,13099130,2010,1996,13.1
1961,KK Nagar,1612,2009-06-16,96,2,1,4,Family,No,2002-06-18,House,All Pub,Paved,RH,412788,111797,8599740,2009,2002,8.6
1962,T Nagar,1723,2010-04-21,8,1,1,4,Adj Land,Yes,1971-01-05,Others,No Sewage,Paved,RL,533091,224460,14028720,2010,1971,14.03
1963,Chrompet,950,2008-08-04,24,1,1,3,partial,Yes,1985-04-14,Commercial,All Pub,No Access,RL,379944,118733,11873250,2008,1985,11.87
1964,T Nagar,1919,2007-10-20,50,2,1,5,Abnormal,Yes,1973-10-28,Commercial,No Sewage,No Access,RH,655886,184468,20496430,2007,1973,20.5
1965,T Nagar,1528,2013-03-31,163,1,1,4,Abnormal,Yes,1987-07-04,Others,No Sewage,Gravel,RM,454504,213049,14203260,2013,1987,14.2
1966,Karapakkam,1081,2011-12-26,112,1,1,3,Abnormal,Yes,1975-04-01,House,All Pub,Paved,C,279192,112865,5940250,2011,1975,5.94
1967,Chrompet,1002,2014-10-11,171,1,1,3,partial,Yes,2008-11-11,Others,No Sewage,Gravel,RL,317199,51161,10232240,2014,2008,10.23
1968,Chrompet,937,2008-02-09,137,1,1,3,Family,No,1996-05-09,House,No Sewage,Gravel,RM,280153,99409,9037200,2008,1996,9.04
1969,KK Nagar,2372,2008-05-18,164,4,2,6,Adj Land,Yes,1986-05-24,House,All Pub,Gravel,RM,581744,235468,13851040,2008,1986,13.85
1970,Chrompet,1237,2010-03-16,19,2,1,4,Family,No,2000-03-18,Commercial,No Sewage,Paved,RH,413270,106650,13331300,2010,2000,13.33
1971,Chrompet,1242,2013-04-22,176,2,1,4,partial,No,2004-04-24,Commercial,No Sewage,No Access,RM,389115,194557,13896950,2013,2004,13.9
1972,Velachery,1700,2007-10-29,126,2,1,4,Adj Land,Yes,1965-08-11,House,No Sewage,No Access,A,278399,80589,7326290,2007,1965,7.33
1973,KK Nagar,2422,2011-05-16,150,4,2,6,Adj Land,No,1996-05-19,House,No Sewage,Gravel,RL,463717,175461,12532900,2011,1996,12.53
1974,Chrompet,801,2009-06-24,159,1,1,3,Abnormal,No,1971-04-07,House,ELO,Gravel,RL,192018,59082,7385300,2009,1971,7.39
1975,Velachery,1503,2009-11-30,58,2,1,4,Abnormal,No,1958-12-13,Commercial,ELO,No Access,I,333850,161541,10769370,2009,1958,10.77
1976,Anna Nagar,1549,2008-01-08,173,1,1,4,Abnormal,Yes,1984-07-08,Commercial,ELO,No Access,RM,685681,148255,18531930,2008,1984,18.53
1977,Adyar,606,2010-07-28,72,1,1,2,Family,Yes,1974-06-08,Commercial,No Sewage,Paved,I,258160,120475,8605340,2010,1974,8.61
1978,Chrompet,1277,2012-10-05,38,2,1,4,Abnormal,Yes,1978-05-19,House,All Pub,Paved,RL,324803,60901,10150100,2012,1978,10.15
1979,Chrompet,791,2014-07-13,3,1,1,2,Normal Sale,No,1996-07-17,Commercial,ELO,Paved,RH,276228,114301,9525100,2014,1996,9.53
1980,T Nagar,1878,2011-06-25,143,2,1,5,Normal Sale,No,1982-02-07,Commercial,All Pub,No Access,RM,704977,165877,20734630,2011,1982,20.73
1981,Karapakkam,806,2009-11-28,195,1,1,2,Adj Land,No,1979-06-12,Others,All Pub,Paved,RM,216323,173058,7210750,2009,1979,7.21
1982,T Nagar,1543,2009-09-30,71,1,1,4,partial,Yes,1970-10-10,Commercial,No Sewage,Gravel,RM,706087,95417,19083430,2009,1970,19.08
1983,KK Nagar,1363,2008-06-21,34,2,1,4,Family,Yes,1998-06-24,Commercial,No Sewage,Paved,RH,565740,113148,12572000,2008,1998,12.57
1984,T Nagar,1584,2009-06-30,184,1,1,4,partial,No,2004-01-07,Others,No Sewage,No Access,RH,279331,122905,11173220,2009,2004,11.17
1985,Anna Nagar,1794,2014-08-31,49,1,1,4,Adj Land,Yes,1996-04-09,Commercial,ELO,Paved,RL,816678,293166,20940460,2014,1996,20.94
1986,Karapakkam,704,2010-12-10,128,1,1,2,Adj Land,Yes,1972-10-21,House,All Pub,No Access,RM,264689,146276,6965500,2010,1972,6.97
1987,Anna Nagar,1531,2007-12-10,24,1,1,4,Adj Land,No,1983-10-18,Others,No Sewage,No Access,RL,306275,58899,11779810,2007,1983,11.78
1988,Chrompet,1003,2010-08-29,47,1,1,3,Abnormal,Yes,1998-01-09,Others,No Sewage,No Access,RM,303121,107559,9778110,2010,1998,9.78
1989,Chrompet,1010,2014-02-02,139,1,1,3,Abnormal,Yes,1998-06-02,House,No Sewage,Paved,RM,263871,107503,9773000,2014,1998,9.77
1990,Anna Nagar,1794,2007-02-24,10,1,1,4,partial,Yes,1993-02-27,House,All Pub,Paved,RH,316341,177151,12653630,2007,1993,12.65
1991,KK Nagar,1756,2010-10-04,155,2,1,4,Normal Sale,No,1986-04-16,Others,No Sewage,Paved,RM,361447,223247,10630800,2010,1986,10.63
1992,Adyar,1188,2008-08-10,47,1,1,3,Family,Yes,1992-12-10,Commercial,No Sewage,Gravel,I,425899,28393,14196640,2008,1992,14.2
1993,Chrompet,1164,2009-06-28,192,1,1,3,Abnormal,No,1970-08-07,Commercial,No Sewage,Paved,RL,424830,154484,12873650,2009,1970,12.87
1994,T Nagar,1851,2012-02-11,181,2,1,5,Normal Sale,Yes,1985-09-11,Others,All Pub,No Access,RH,383564,164385,13698720,2012,1985,13.7
1995,Chrompet,1176,2010-05-02,13,1,1,3,Abnormal,Yes,1995-09-02,Others,No Sewage,Gravel,RL,315560,174102,10881370,2010,1995,10.88
1996,KK Nagar,1503,2008-02-27,114,2,1,4,Abnormal,Yes,2003-02-28,Others,All Pub,Gravel,RL,566388,260538,11327760,2008,2003,11.33
1997,Karapakkam,1621,2011-07-05,162,2,2,4,partial,Yes,2004-08-05,Others,All Pub,Paved,I,435739,186745,8892625,2011,2004,8.89
1998,Karapakkam,883,2010-01-06,151,1,1,2,Normal Sale,No,1999-04-06,Others,No Sewage,Gravel,A,222547,85984,5057875,2010,1999,5.06
1999,Chrompet,1257,2009-05-06,117,2,1,4,Family,Yes,1984-11-06,House,No Sewage,Paved,RH,312904,66374,9481950,2009,1984,9.48
2000,Karapakkam,552,2011-02-18,62,1,1,2,Family,Yes,1964-01-03,Others,No Sewage,Gravel,C,173259,54453,4950250,2011,1964,4.95
2001,Anna Nagar,1803,2012-08-22,117,2,1,5,partial,Yes,1989-08-28,Others,No Sewage,No Access,RH,454787,233890,12993900,2012,1989,12.99
2002,Karapakkam,721,2009-10-19,75,1,1,2,Abnormal,Yes,2002-10-21,Commercial,ELO,Paved,A,238770,129065,6453250,2009,2002,6.45
2003,Velachery,1573,2007-10-10,177,2,1,4,Family,No,1974-10-18,Others,ELO,No Access,RL,290530,59815,8545010,2007,1974,8.55
2004,Chrompet,723,2008-10-01,129,1,1,2,Normal Sale,Yes,2001-11-01,House,ELO,Paved,RM,261770,130885,8725650,2008,2001,8.73
2005,Chrompet,1148,2009-11-09,175,1,1,3,Family,No,1988-09-16,Others,All Pub,Gravel,RM,313113,41748,10437110,2009,1988,10.44
2006,KK Nagar,1513,2011-12-24,84,2,1,4,partial,No,1988-12-29,Others,No Sewage,Gravel,RL,418322,171132,9507320,2011,1988,9.51
2007,Chrompet,951,2010-04-27,149,1,1,3,Normal Sale,No,1982-04-05,House,No Sewage,Paved,RL,251610,31451,7862800,2010,1982,7.86
2008,KK Nagar,2449,2010-02-11,190,4,2,6,partial,No,1985-08-11,Others,No Sewage,Gravel,RH,543793,205433,12084280,2010,1985,12.08
2009,T Nagar,1597,2013-09-04,62,1,1,4,Normal Sale,Yes,1984-04-16,Others,ELO,Paved,RH,427361,75417,12569440,2013,1984,12.57
2010,Karapakkam,1058,2011-01-24,200,1,1,3,partial,No,1990-01-29,Commercial,All Pub,No Access,C,301892,70208,7020750,2011,1990,7.02
2011,Karapakkam,1438,2010-07-13,34,2,2,4,partial,Yes,1976-07-21,House,No Sewage,Gravel,A,195165,162638,6505500,2010,1976,6.51
2012,Karapakkam,1616,2009-11-28,116,2,2,4,Normal Sale,No,1986-04-12,House,No Sewage,Paved,A,291463,116585,5829250,2009,1986,5.83
2013,Adyar,632,2008-10-17,99,1,1,2,Abnormal,Yes,1980-10-24,Commercial,All Pub,Gravel,RM,410190,164076,11719720,2008,1980,11.72
2014,Chrompet,953,2009-03-15,32,1,1,3,Adj Land,No,1991-03-20,House,No Sewage,Gravel,RL,290436,52807,8801100,2009,1991,8.8
2015,KK Nagar,1714,2010-12-12,128,2,1,4,Abnormal,No,2003-12-14,House,No Sewage,Paved,RL,284110,75763,9470340,2010,2003,9.47
2016,KK Nagar,1334,2011-06-21,99,2,1,4,partial,No,1995-06-25,Commercial,All Pub,Paved,RL,472549,129951,11813720,2011,1995,11.81
2017,Anna Nagar,1770,2015-01-20,49,1,1,4,Family,No,1989-01-26,Commercial,No Sewage,Paved,RM,575501,377053,19844870,2015,1989,19.84
2018,Karapakkam,1098,2011-06-23,41,1,1,3,Abnormal,Yes,1987-06-29,House,ELO,Gravel,C,310320,129300,6465000,2011,1987,6.46
2019,Chrompet,1010,2010-11-05,125,1,1,3,Family,No,1997-05-14,House,ELO,Gravel,RM,239391,147318,9207350,2010,1997,9.21
2020,Karapakkam,1195,2009-07-30,80,1,1,3,Normal Sale,No,1991-04-08,Commercial,No Sewage,Gravel,RL,356252,151137,10795500,2009,1991,10.8
2021,Adyar,624,2007-03-01,59,1,1,2,partial,No,1987-08-01,House,No Sewage,Paved,I,161340,5378,5378000,2007,1987,5.38
2022,Chrompet,1272,2008-10-18,85,2,1,4,Normal Sale,No,1998-10-21,Others,No Sewage,Paved,RL,250754,30090,10030140,2008,1998,10.03
2023,KK Nagar,1324,2010-02-10,173,1,1,3,Family,No,1996-05-10,House,No Sewage,Gravel,RM,402181,182810,9140480,2010,1996,9.14
2024,KK Nagar,2424,2010-02-14,156,4,2,6,Normal Sale,Yes,1991-02-19,Commercial,No Sewage,Paved,RH,582700,469920,18796780,2010,1991,18.8
2025,KK Nagar,1438,2012-01-14,143,2,1,4,Abnormal,Yes,1986-01-20,Commercial,No Sewage,Paved,RL,430218,282331,13444320,2012,1986,13.44
2026,Adyar,701,2008-08-31,136,1,1,2,Normal Sale,Yes,1997-03-09,Commercial,No Sewage,Paved,RM,364711,82354,11764865,2008,1997,11.76
2027,Chrompet,1236,2010-05-05,42,2,1,4,Adj Land,Yes,1990-10-05,Others,No Sewage,Paved,RL,370937,168608,11240520,2010,1990,11.24
2028,Velachery,1744,2008-03-30,126,2,1,4,Family,Yes,1964-10-04,Others,ELO,No Access,A,253116,53691,7670180,2008,1964,7.67
2029,Chrompet,1078,2010-09-13,31,1,1,3,Family,Yes,1979-09-21,Others,ELO,No Access,RH,217690,66982,8372710,2010,1979,8.37
2030,Chrompet,901,2014-10-12,183,1,1,3,Abnormal,Yes,2000-12-13,House,All Pub,Gravel,RL,303722,113896,9491300,2014,2000,9.49
2031,Velachery,1669,2006-12-01,168,2,1,4,partial,Yes,1961-01-23,Commercial,ELO,Gravel,I,484846,124675,13852750,2006,1961,13.85
2032,Adyar,1073,2007-07-08,146,1,1,3,Normal Sale,No,1999-09-08,Others,ELO,No Access,RM,314725,123983,9537120,2007,1999,9.54
2033,Karapakkam,1273,2011-07-26,36,1,1,3,Family,No,1983-02-08,Commercial,All Pub,Paved,RM,485144,88208,11026000,2011,1983,11.03
2034,Adyar,1235,2007-10-10,98,2,2,4,Normal Sale,No,1995-10-13,Commercial,ELO,Gravel,C,421062,39475,13158180,2007,1995,13.16
2035,Karapakkam,1400,2012-02-23,104,2,2,4,Adj Land,No,1963-07-03,Others,No Sewage,Paved,C,309788,111524,6195750,2012,1963,6.2
2036,Anna Nagar,1598,2011-03-04,104,1,1,4,partial,Yes,1972-12-04,Others,No Sewage,No Access,RH,320613,68703,11450470,2011,1972,11.45
2037,Anna Nagar,1819,2009-06-18,63,2,1,5,Normal Sale,No,1993-06-22,House,No Sewage,Gravel,RM,495469,206445,13763020,2009,1993,13.76
2038,Adyar,902,2010-05-14,99,1,1,3,Family,No,1987-05-20,Commercial,No Sewage,Paved,RM,436790,36399,12133045,2010,1987,12.13
2039,Adyar,795,2009-06-14,155,1,1,2,Adj Land,Yes,1974-06-23,Others,All Pub,Gravel,RL,338440,59725,9954125,2009,1974,9.95
2040,KK Nagar,1763,2012-01-24,175,2,1,4,Family,Yes,1990-01-29,Commercial,All Pub,Gravel,RH,582511,168622,15329240,2012,1990,15.33
2041,Velachery,1848,2004-07-04,157,3,2,5,partial,No,1998-09-04,Commercial,All Pub,Paved,I,491146,187791,14445470,2004,1998,14.45
2042,Chrompet,1288,2013-06-17,159,2,1,4,Normal Sale,Yes,1996-06-21,Commercial,No Sewage,Paved,RM,489197,126244,15780550,2013,1996,15.78
2043,Velachery,1615,2006-01-31,53,2,1,4,Normal Sale,Yes,1987-05-02,House,No Sewage,Paved,RL,386554,213622,10172480,2006,1987,10.17
2044,Chrompet,1026,2009-08-19,92,1,1,3,Normal Sale,Yes,1999-08-22,Commercial,All Pub,Gravel,RL,388783,180506,13885100,2009,1999,13.89
2045,Velachery,1598,2009-09-19,88,2,1,4,Family,Yes,1992-09-23,Commercial,ELO,No Access,A,458722,82335,11762090,2009,1992,11.76
2046,Velachery,1896,2008-04-05,123,3,2,5,Normal Sale,Yes,1983-11-05,House,All Pub,Gravel,A,344677,93156,9315600,2008,1983,9.32
2047,KK Nagar,2276,2009-04-29,175,4,2,6,Adj Land,No,1997-02-05,Others,All Pub,Gravel,RL,528878,198329,13221960,2009,1997,13.22
2048,KK Nagar,2407,2008-08-16,43,4,2,6,partial,No,1980-08-23,Commercial,No Sewage,Paved,RH,547192,427494,17099760,2008,1980,17.1
2049,Chrompet,1083,2011-12-24,116,1,1,3,partial,No,1984-12-30,Others,No Sewage,Gravel,RM,271403,67851,9692960,2011,1984,9.69
2050,Chrompet,728,2014-07-02,15,1,1,2,Family,Yes,1980-02-16,House,No Sewage,No Access,RM,190963,99301,7638500,2014,1980,7.64
2051,T Nagar,1894,2009-12-21,195,2,1,5,Normal Sale,No,1967-01-01,House,No Sewage,No Access,RL,438931,130493,11863010,2009,1967,11.86
2052,Anna Nagar,1595,2007-01-01,39,1,1,4,Family,Yes,1998-03-01,House,ELO,Paved,RH,315355,221917,11679830,2007,1998,11.68
2053,Chrompet,1274,2010-09-13,57,2,1,4,Normal Sale,No,1978-09-21,Commercial,No Sewage,Gravel,RL,470395,242325,14254400,2010,1978,14.25
2054,Anna Nagar,1760,2008-01-18,17,1,1,4,Family,No,1987-01-23,House,No Sewage,Gravel,RL,320022,184628,12308520,2008,1987,12.31
2055,Adyar,969,2009-05-13,104,1,1,3,Abnormal,Yes,1974-05-22,Commercial,No Sewage,No Access,I,401660,78101,11157225,2009,1974,11.16
2056,Velachery,1652,2008-05-11,138,2,1,4,partial,Yes,1960-11-17,House,No Sewage,Gravel,RH,283919,160887,9463960,2008,1960,9.46
2057,Karapakkam,1211,2011-02-28,75,1,1,3,partial,No,1986-06-03,Others,No Sewage,Paved,RL,262198,59931,7491375,2011,1986,7.49
2058,Chrompet,958,2008-05-20,36,1,1,3,Family,Yes,2004-05-21,Commercial,No Sewage,No Access,RM,321585,218678,12863400,2008,2004,12.86
2059,Chrompet,818,2009-10-05,59,1,1,3,Family,Yes,1987-05-16,House,ELO,Gravel,RH,216743,64220,8027500,2009,1987,8.03
2060,Adyar,958,2010-07-17,120,1,1,3,Family,Yes,2002-07-19,Commercial,ELO,Gravel,A,437647,33665,11221720,2010,2002,11.22
2061,Chrompet,1091,2008-06-06,42,1,1,3,Normal Sale,Yes,1985-12-06,Commercial,All Pub,Gravel,RM,476603,148939,14893850,2008,1985,14.89
2062,Chrompet,1066,2012-11-24,107,1,1,3,partial,Yes,1982-02-12,House,All Pub,Gravel,RL,248880,143585,9572300,2012,1982,9.57
2063,KK Nagar,2371,2008-11-22,72,4,2,6,Normal Sale,No,1978-11-30,House,No Sewage,Paved,RH,523170,156951,10463400,2008,1978,10.46
2064,Karapakkam,1451,2012-02-20,145,2,2,4,Abnormal,Yes,1972-01-03,Commercial,No Sewage,No Access,I,366625,261875,10475000,2012,1972,10.48
2065,Anna Nagar,1985,2009-07-19,129,2,1,5,Family,No,1988-07-24,Commercial,No Sewage,Paved,RM,812872,109848,21969520,2009,1988,21.97
2066,Velachery,1853,2005-05-15,17,3,2,5,Adj Land,Yes,1970-05-24,Commercial,No Sewage,Paved,RL,595813,115852,16550350,2005,1970,16.55
2067,Velachery,1841,2005-10-27,106,3,2,5,Family,No,1969-05-11,House,ELO,Gravel,RL,296135,197423,9871170,2005,1969,9.87
2068,Anna Nagar,1767,2012-10-13,34,1,1,4,Normal Sale,Yes,1975-10-23,Commercial,All Pub,Gravel,RH,711588,365960,20331090,2012,1975,20.33
2069,Chrompet,1147,2007-09-15,159,1,1,3,Normal Sale,Yes,1969-09-24,House,No Sewage,Gravel,RH,308619,46761,9352100,2007,1969,9.35
2070,Chrompet,1232,2013-05-27,186,2,1,4,Normal Sale,No,1995-01-06,House,No Sewage,No Access,RL,214703,120233,8588100,2013,1995,8.59
2071,Chrompet,1264,2014-04-04,96,2,1,4,Abnormal,No,1981-12-04,Others,No Sewage,Paved,RM,318228,92389,10265430,2014,1981,10.27
2072,Karapakkam,898,2011-07-04,161,1,1,3,Normal Sale,Yes,1972-04-16,Commercial,No Sewage,Gravel,RH,406404,236281,9451250,2011,1972,9.45
2073,Chrompet,743,2014-10-07,14,1,1,2,partial,Yes,1977-07-19,Others,No Sewage,No Access,RM,208277,56075,8010660,2014,1977,8.01
2074,Chrompet,1064,2012-11-28,120,1,1,3,partial,Yes,1985-05-12,Others,ELO,Gravel,RL,308634,69692,9955930,2012,1985,9.96
2075,Chrompet,980,2011-10-06,124,1,1,3,partial,Yes,1971-06-20,Others,No Sewage,Gravel,RM,251115,130580,10044600,2011,1971,10.04
2076,Anna Nagar,1780,2012-05-05,161,1,1,4,partial,No,2000-08-05,Commercial,No Sewage,Gravel,RH,544860,330808,19459290,2012,2000,19.46
2077,KK Nagar,1665,2008-02-09,154,2,1,4,Abnormal,Yes,1994-06-09,Others,No Sewage,Gravel,RM,361637,192873,12054580,2008,1994,12.05
2078,Velachery,1852,2008-01-06,199,3,2,5,Normal Sale,Yes,1994-05-06,Commercial,ELO,No Access,I,527284,175761,14646780,2008,1994,14.65
2079,Chrompet,1231,2013-06-03,177,2,1,4,Abnormal,No,2006-08-03,Commercial,No Sewage,Gravel,RH,402371,124874,13874850,2013,2006,13.87
2080,KK Nagar,1413,2008-02-29,42,2,1,4,partial,Yes,1980-07-03,House,All Pub,Gravel,RH,440655,152880,8992960,2008,1980,8.99
2081,KK Nagar,2443,2008-09-30,169,4,2,6,Normal Sale,No,1978-08-10,Commercial,All Pub,Gravel,RH,696707,311685,18334400,2008,1978,18.33
2082,Chrompet,1071,2011-02-21,125,1,1,3,Normal Sale,Yes,1992-02-26,House,All Pub,Paved,RM,337361,81784,10223050,2011,1992,10.22
2083,KK Nagar,1614,2008-11-20,78,2,1,4,Family,No,1995-11-24,Others,No Sewage,Gravel,RL,359882,257059,10282340,2008,1995,10.28
2084,KK Nagar,1302,2008-05-29,97,1,1,3,Normal Sale,Yes,2000-05-31,House,No Sewage,Gravel,RM,510764,156356,10423760,2008,2000,10.42
2085,Anna Nagar,1923,2010-12-21,74,2,1,5,Normal Sale,No,1993-12-25,House,No Sewage,No Access,RL,308016,110886,12320640,2010,1993,12.32
2086,Chrompet,805,2010-12-15,45,1,1,3,Normal Sale,Yes,1972-12-24,Others,No Sewage,Paved,RH,221630,94984,7915350,2010,1972,7.92
2087,Anna Nagar,1586,2007-03-12,14,1,1,4,Abnormal,No,1987-08-12,House,No Sewage,No Access,RL,288129,128057,10671450,2007,1987,10.67
2088,Velachery,1883,2009-06-11,155,3,2,5,Family,No,1972-11-15,Commercial,All Pub,Paved,C,464115,177456,13650440,2009,1972,13.65
2089,KK Nagar,1582,2008-07-20,165,2,1,4,partial,No,1984-07-26,Commercial,No Sewage,Paved,RH,531638,197819,12363680,2008,1984,12.36
2090,Adyar,1109,2009-10-12,132,1,1,3,Abnormal,Yes,1977-12-18,House,All Pub,Paved,RL,389114,89796,9977280,2009,1977,9.98
2091,Karapakkam,968,2011-08-30,35,1,1,3,Adj Land,No,1980-06-09,Others,No Sewage,Gravel,I,302268,81864,6297250,2011,1980,6.3
2092,Karapakkam,1687,2011-02-19,46,2,2,4,partial,No,1983-02-26,Commercial,No Sewage,No Access,RH,522170,133320,11110000,2011,1983,11.11
2093,Velachery,1754,2010-09-11,177,2,1,4,Abnormal,No,1957-11-22,House,No Sewage,No Access,I,241096,85093,7091060,2010,1957,7.09
2094,Anna Nagar,1766,2007-05-16,61,1,1,4,Family,Yes,1976-05-23,Others,ELO,No Access,RL,526460,78969,13161500,2007,1976,13.16
2095,Velachery,1656,2006-11-30,25,2,1,4,Abnormal,Yes,1998-02-12,Commercial,No Sewage,Gravel,C,538772,170139,14178210,2006,1998,14.18
2096,Chrompet,805,2014-05-16,185,1,1,3,Family,No,1985-05-23,Commercial,No Sewage,No Access,RH,238365,141254,8828350,2014,1985,8.83
2097,Karapakkam,726,2011-12-23,181,1,1,2,Normal Sale,No,1963-04-01,Commercial,No Sewage,Paved,RH,249043,78645,6553750,2011,1963,6.55
2098,Karapakkam,1228,2011-01-01,33,1,1,3,Adj Land,No,1963-01-13,Commercial,All Pub,Paved,RM,535717,174928,10933000,2011,1963,10.93
2099,Anna Nagar,1995,2011-10-29,19,2,1,5,Family,No,1985-04-11,Commercial,ELO,Paved,RH,595977,287713,20550920,2011,1985,20.55
2100,Karapakkam,931,2010-11-18,88,1,1,3,partial,No,1968-11-28,Commercial,No Sewage,Paved,RL,404625,80925,8092500,2010,1968,8.09
2101,Chrompet,737,2009-05-14,145,1,1,2,Family,No,1972-05-23,Others,All Pub,No Access,RH,166321,41580,5940040,2009,1972,5.94
2102,Velachery,1762,2007-05-25,28,2,1,4,Normal Sale,Yes,1999-05-27,Commercial,ELO,Paved,I,536849,193862,14912460,2007,1999,14.91
2103,Velachery,1726,2006-11-30,40,2,1,4,partial,Yes,1987-05-12,Commercial,All Pub,Paved,I,448605,202596,14471130,2006,1987,14.47
2104,T Nagar,1915,2013-10-16,4,2,1,5,Family,Yes,1993-10-21,Others,All Pub,Paved,RL,497975,165992,15090150,2013,1993,15.09
2105,Chrompet,729,2012-05-23,116,1,1,2,Normal Sale,Yes,1977-01-06,Others,ELO,Gravel,RH,197975,134623,7918980,2012,1977,7.92
2106,Karapakkam,1653,2009-03-08,16,2,2,4,partial,No,1985-09-08,Commercial,All Pub,No Access,RH,359936,179968,11248000,2009,1985,11.25
2107,Chrompet,1261,2010-04-28,130,2,1,4,Family,Yes,2002-04-30,Commercial,No Sewage,Gravel,RH,436282,75221,15044200,2010,2002,15.04
2108,Velachery,1744,2012-03-16,86,2,1,4,Abnormal,No,2000-03-19,House,All Pub,Paved,RL,385027,78980,9872490,2012,2000,9.87
2109,Adyar,791,2009-10-11,143,1,1,2,Abnormal,No,2004-11-11,House,No Sewage,Paved,RH,264934,103030,7359275,2009,2004,7.36
